Global Volcanism Program - Volcanoes of the World 5.2.2,,,Basic List of Holocene Volcanoes,,Downloaded on 17 Sep 2024 at 03:26 AM,,,,,,,,
Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
353070,Pinta,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1928 CE,0.58,-90.75,780,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353080,Marchena,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1991 CE,0.33,-90.47,343,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353081,Genovesa,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,0.32,-89.958,64,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353090,Santiago,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,1906 CE,-0.22,-90.77,920,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353091,Santa Cruz,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-0.62,-90.33,864,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
353120,San Cristobal,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-0.88,-89.5,759,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
354000,Kimsachata-Oroscocha,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor (Silicic),Lava dome,Eruption Dated,4450 BCE,-14.131,-71.363,3848,Subduction zone / Continental crust (>25 km),Rhyolite
354001,"Auquihuato, Cerro",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone,Evidence Uncertain,Unknown,-15.07,-73.18,4980,Subduction zone / Continental crust (>25 km),No Data (checked)
354002,Sara Sara,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-15.33,-73.45,5522,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354003,Coropuna,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-15.52,-72.65,6377,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354004,Andahua-Orcopampa,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,Eruption Dated,1490 CE,-15.42,-72.33,4713,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
354005,Huambo,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,Eruption Dated,700 BCE,-15.78,-72.08,4554,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
354006,Sabancaya,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024 CE,-15.787,-71.857,5960,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354007,"Chachani, Nevado",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-16.191,-71.53,6057,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354010,"Misti, El",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1985 CE,-16.294,-71.409,5822,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354020,Ubinas,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,-16.345,-70.8972,5608,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354030,Huaynaputina,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1600 CE,-16.6144,-70.8542,4679,Subduction zone / Continental crust (>25 km),Dacite
354031,Ticsani,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor (Silicic),Lava dome(s),Eruption Dated,1800 CE,-16.7586,-70.5981,5382,Subduction zone / Continental crust (>25 km),Dacite
354040,Tutupaca,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1802 CE,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354050,Yucamane,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1320 BCE,-17.184,-70.196,5495,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
354060,"Casiri, Nevados",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-17.4852,-69.7886,5626,Subduction zone / Continental crust (>25 km),Trachyte / Trachydacite
355010,Tacora,Chile-Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Unrest / Holocene,Unknown,-17.7209,-69.7728,5960,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355011,Taapaca,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Eruption Dated,320 BCE,-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Dacite
355012,Parinacota,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Dated,290 CE,-18.166,-69.142,6336,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355020,Guallatiri,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1960 CE,-18.42,-69.092,6071,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355030,Isluga,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1913 CE,-19.15,-68.83,5550,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355032,Tata Sabaya,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-19.13,-68.53,5430,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355040,Irruputuncu,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1995 CE,-20.73,-68.55,5163,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355050,Olca-Paruma,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,Unknown,-20.939,-68.413,5705,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355090,Putana,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1810 CE,-22.557,-67.853,5884,Subduction zone / Continental crust (>25 km),Dacite
355091,Sairecabur,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-22.719,-67.891,5961,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355092,Licancabur,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-22.83,-67.88,5916,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355093,Guayaques,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),Evidence Credible,Unknown,-22.895,-67.566,5598,Subduction zone / Continental crust (>25 km),Dacite
355094,Purico Complex,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Shield,Shield(pyroclastic),Evidence Credible,Unknown,-23,-67.75,5703,Subduction zone / Continental crust (>25 km),Dacite
355095,Colachi,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-23.236,-67.645,5631,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355096,Acamarachi,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-23.292,-67.618,6023,Subduction zone / Continental crust (>25 km),Dacite
355098,Chiliques,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-23.58,-67.7,5778,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355100,Lascar,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2023 CE,-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355101,Cordon de Puntas Negras,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-23.743,-67.534,5852,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355102,Miniques,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-23.82,-67.77,5910,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355103,"Tujle, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Maar,Evidence Credible,Unknown,-23.83,-67.95,3550,Subduction zone / Continental crust (>25 km),No Data (checked)
355104,Caichinque,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-23.949,-67.74,4458,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355105,Tilocalar,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava cone(es),Evidence Uncertain,Unknown,-23.97,-68.13,3109,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355107,Pular,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-24.188,-68.054,6233,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355108,"Negrillar, La",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone(s),Evidence Uncertain,Unknown,-24.319,-68.59,4220,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355109,Socompa,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Dated,5250 BCE,-24.396,-68.246,6031,Subduction zone / Continental crust (>25 km),Dacite
355110,Llullaillaco,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1877 CE,-24.72,-68.53,6739,Subduction zone / Continental crust (>25 km),Dacite
355112,Corrida de Cori Volcanic Field,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-25.083,-68.367,5451,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355120,Lastarria,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-25.168,-68.507,5706,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355121,Cordon del Azufre,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-25.336,-68.521,5481,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355122,"Bayo Gorbea, Cerro",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-25.414,-68.588,5413,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355123,"Nevada, Sierra",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-26.48,-68.58,6173,Subduction zone / Continental crust (>25 km),No Data (checked)
355124,Falso Azufre,Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Uncertain,Unknown,-26.8,-68.37,5906,Subduction zone / Continental crust (>25 km),No Data (checked)
355125,"Incahuasi, Nevado de",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-27.033,-68.296,6638,Subduction zone / Continental crust (>25 km),Dacite
355130,"Ojos del Salado, Nevados",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Eruption Dated,750 CE,-27.109,-68.541,6879,Subduction zone / Continental crust (>25 km),Dacite
355131,"Solo, El",Chile-Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-27.105,-68.713,6205,Subduction zone / Continental crust (>25 km),Dacite
355150,Tuzgle,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Dacite
355160,Aracar,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-24.29,-67.783,6095,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355161,Unnamed,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone,Evidence Credible,Unknown,-25.078,-68.266,4652,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355180,Antofagasta Volcanic Field,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,Evidence Uncertain,Unknown,-26.12,-67.4,3495,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355190,"Condor, El",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-26.632,-68.361,6373,Subduction zone / Continental crust (>25 km),No Data (checked)
355200,Peinado,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-26.623,-68.116,5741,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
355210,"Blanco, Cerro",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Caldera,Caldera,Eruption Dated,2300 BCE,-26.7657,-67.746,4670,Subduction zone / Continental crust (>25 km),Rhyolite
355220,Tipas,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-27.196,-68.561,6658,Subduction zone / Continental crust (>25 km),No Data (checked)
356011,Rapa Nui,Chile,Southern Pacific Volcanic Regions,Salas y Gómez Ridge Volcano Group,Shield,Shield(s),Evidence Credible,Unknown,-27.114,-109.356,501,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
357010,Tupungatito,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1987 CE,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357020,San Jose,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1960 CE,-33.789,-69.895,6070,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357021,Maipo,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Caldera,Eruption Observed,1912 CE,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
357022,Palomo,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-34.608,-70.295,4860,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357023,"Atuel, Caldera del",Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Caldera,Caldera,Evidence Credible,Unknown,-34.592,-69.921,5189,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357024,Risco Plateado,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-34.917,-69.981,4999,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357030,Tinguiririca,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1917 CE,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357040,Planchon-Peteroa,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2019 CE,-35.223,-70.568,3977,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357041,Infiernillo,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Eruption Dated,6890 BCE,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite
357042,Calabozos,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Caldera,Evidence Credible,Unknown,-35.558,-70.496,3508,Subduction zone / Continental crust (>25 km),Dacite
357050,Descabezado Grande,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1933 CE,-35.58,-70.75,3953,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357060,"Azul, Cerro",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1967 CE,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Dacite
357061,"Maule, Laguna del",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Caldera,Caldera,Eruption Dated,50 BCE,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357062,San Pedro-Pellado,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-35.989,-70.849,3621,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357063,"Longavi, Nevado de",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,4890 BCE,-36.1959,-71.1641,3175,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
357064,"Blancas, Lomas",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-36.286,-71.009,2268,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
